time,tem,hum,pre,rad,ConfirmedCases,Diff,Res,SPred
2016-05-01,19.87526882,75.81182796,0.332258065,128.9771505,39,13.0,-9.698205588910966,
2016-06-01,21.87208333,86.20833333,0.704722222,84.05416667,127,88.0,35.29899265246135,
2016-07-01,21.60443548,91.06451613,1.397849462,40.21102151,307,180.0,76.5906866288122,
2016-08-01,22.74892473,84.75537634,0.466397849,97.48252688,398,91.0,170.59323567871627,
2016-09-01,20.83611111,88.20972222,0.621944444,66.5625,40,-358.0,-268.4502257855633,
2016-10-01,18.99516129,77.41263441,0.111155914,115.5994624,11,-29.0,41.386596557517464,
2016-11-01,15.19972222,72.56388889,0.000277778,135.5930556,5,-6.0,-43.78540833928574,
2016-12-01,13.43978495,73.67607527,0.020967742,113.1895161,1,-4.0,-56.35375253020463,
2017-01-01,9.687634409,69.21908602,0.047043011,131.9206989,2,1.0,-90.69495131925876,
2017-02-01,12.93705357,73.0922619,0.018154762,142.7693452,7,5.0,-101.95540725592723,
2017-03-01,13.50913978,74.12903226,0.161827957,144.1491935,18,11.0,-177.18836408249786,
2017-04-01,17.67263889,72.76388889,0.107777778,168.0805556,13,-5.0,10.706539702801138,
2017-05-01,19.79758065,76.73924731,0.253091398,159.2553763,17,4.0,-28.54301625318979,
2017-06-01,21.95,83.40694444,0.658333333,128.2,50,33.0,-27.59006062550081,
2017-07-01,22.12916667,87.91532258,0.893145161,61.15725806,530,480.0,337.50559046869625,
2017-08-01,21.71908602,90.08064516,1.412768817,46.65322581,1082,552.0,689.6273795965834,
2017-09-01,21.55097222,85.68888889,0.466666667,100.6791667,249,-833.0,-370.89371047093346,
2017-10-01,19.11989247,75.72446237,0.043413978,125.9623656,77,-172.0,99.3324191313256,
2017-11-01,15.20319444,70.45,0.006805556,124.7138889,54,-23.0,-7.119437238190187,
2017-12-01,13.31344086,70.76344086,0.003091398,117.1935484,53,-1.0,-34.997378932341235,
2018-01-01,10.28548387,75.38037634,0.010349462,114.0672043,227,174.0,103.68466393444628,
2018-02-01,13.14300595,70.39434524,0.052232143,122.6979167,204,-23.0,-35.57525621929503,
2018-03-01,15.1483871,65.89112903,0.037231183,186.7930108,104,-100.0,-162.80092482483855,
2018-04-01,17.62930556,70.36388889,0.217777778,172.6472222,21,-83.0,-30.182943991430626,
2018-05-01,19.27177419,79.56586022,0.391263441,137.6303763,10,-11.0,-57.984501903083896,
2018-06-01,21.94986111,84.95138889,0.525972222,108.6972222,8,-2.0,-98.98871159425917,
2018-07-01,22.19610215,89.02016129,0.949731183,55.65456989,15,7.0,-238.23171384927787,
2018-08-01,22.06129032,88.32795699,1.254301075,54.67069892,91,76.0,-135.76912650691884,
2018-09-01,21.16194444,86.54305556,0.468055556,107.8291667,152,61.0,51.79557373282125,
2018-10-01,16.95483871,70.44758065,0.038575269,152.3548387,87,-65.0,-35.96491609904362,
2018-11-01,14.83736111,73.91388889,0.024305556,112.4125,15,-72.0,-53.067069899515815,
2018-12-01,10.96599462,71.32123656,0.030107527,108.4798387,104,89.0,62.74194952699273,
2019-01-01,9.716801075,70.01478495,0.070295699,112.9771505,738,634.0,578.9940045143658,
2019-02-01,11.34672619,73.20238095,0.181696429,115.358631,512,-226.0,3.544436887464485,
2019-03-01,13.5719086,70.35215054,0.081989247,179.3561828,192,-320.0,-126.27905939762803,
2019-04-01,17.10902778,76.80694444,0.143472222,158.6555556,51,-141.0,8.493456902061837,
2019-05-01,20.39139785,68.82258065,0.109274194,210.9623656,15,-36.0,-53.72700589162115,
2019-06-01,21.95458333,81.36111111,0.472638889,129.6027778,11,-4.0,-89.98194032541511,
2019-07-01,21.99771505,89.72849462,0.943010753,67.90456989,63,52.0,-170.59838823849546,
2019-08-01,22.80040323,85.0094086,0.489784946,89.46236559,341,278.0,93.69691460998732,
2019-09-01,21.02680556,86.26666667,1.208333333,59.55555556,481,140.0,226.14778121510554,
2019-10-01,18.52822581,79.44758065,0.075672043,109.3844086,66,-415.0,-211.6820209767966,
2019-11-01,16.17111111,75.95416667,0.01375,108.6277778,15,-51.0,7.673786272971228,
2019-12-01,10.67701613,73.07795699,0.061021505,109.8629032,8,-7.0,-69.42552271819362,
2020-01-01,8.99811828,76.4516129,0.234005376,91.35752688,110,102.0,-87.88016746968526,
2020-02-01,11.04195402,75.56896552,0.088218391,113.2744253,296,186.0,115.82883269754996,
2020-03-01,13.95712366,70.06048387,0.137903226,170.1169355,277,-19.0,-29.748918381776093,
2020-04-01,16.55416667,71.49861111,0.190138889,165.6527778,0,-277.0,-133.7675938656137,
2020-05-01,19.08413978,78.39112903,0.231451613,148.9005376,0,0.0,-13.603074247098576,
2020-06-01,21.36416667,87.05,1.239027778,75.66944444,0,0.0,-89.2880285941234,
2020-07-01,21.62365591,92.0766129,1.637231183,43.76075269,0,0.0,-208.07885432911343,
2020-08-01,22.56827957,87.50672043,0.833736559,79.33870968,0,0.0,-219.96558617511414,
2020-09-01,21.40194444,88.56527778,1.068194444,66.04027778,2,2.0,-86.41861660602704,
2020-10-01,19.83682796,72.46774194,0.017741935,136.7392473,0,-2.0,-30.100766915098376,
2020-11-01,14.94208333,66.44305556,0.0025,135.7888889,0,0.0,-42.48388764242866,
2020-12-01,11.94784946,72.45026882,0.010349462,110.6075269,2,2.0,-46.70042638815929,
2021-01-01,11.31801075,73.18682796,0.013306452,114.5026882,0,-2.0,-162.70622074139493,
2021-02-01,12.37738095,69.09821429,0.022470238,137.0639881,3,3.0,-103.12659893478009,
2021-03-01,15.33360215,66.21370968,0.022580645,174.8642473,32,29.0,-97.47550111580222,
2021-04-01,17.69902778,55.03611111,0.03875,215.3638889,18,-14.0,14.022727422348577,
2021-05-01,19.20833333,80.05107527,0.556451613,118.6102151,5,-13.0,-29.81217039655631,
2021-06-01,21.41805556,87.21388889,0.942222222,86.7125,5,0.0,-36.78249703303709,
2021-07-01,21.91034946,90.48924731,1.304301075,49.91397849,144,139.0,-10.285411178080324,
2021-08-01,21.47862903,91.59677419,1.237365591,42.84408602,497,353.0,249.4137605317162,
2021-09-01,21.57847222,83.49722222,0.416527778,84.24027778,275,-222.0,-37.16978268079214,
2021-10-01,19.58319892,80.06182796,0.288037634,111.077957,91,-184.0,20.93567703879117,
2021-11-01,14.96527778,79.71666667,0.004583333,101.4,54,-37.0,25.857124304566938,
2021-12-01,11.67674731,68.97446237,0.077284946,107.1922043,11,-43.0,-41.08283973259816,
2022-01-01,9.188575269,75.01344086,0.062903226,97.64247312,4,-7.0,-133.41283923495885,
2022-02-01,9.709672619,75.16220238,0.135416667,116.7529762,0,-4.0,-93.55798204249838,
2022-03-01,16.22836022,68.43413978,0.01344086,188.5362903,0,0.0,-114.71335162687919,
2022-04-01,18.93402778,71.44305556,0.136111111,182.3319444,0,0.0,14.960232290149072,
2022-05-01,20.11451613,77.98252688,0.349596774,135.6465054,1,1.0,-23.90003316550273,
2022-06-01,21.55555556,87.49027778,0.673194444,95.65,22,21.0,-14.165200633461595,
2022-07-01,22.7125,85.47177419,0.580913978,91.40322581,102,80.0,,160.69290315306745
2022-08-01,22.55806452,85.68413978,0.561290323,98.66532258,221,119.0,,273.6101974264899
2022-09-01,21.49402778,86.44166667,0.813888889,80.12222222,257,36.0,,172.6910197603359
2022-10-01,18.82526882,76.15322581,0.466935484,115.2325269,56,-201.0,,50.169490298108116
2022-11-01,15.96791667,71.65833333,0.01625,129.2361111,22,-34.0,,17.591865786105064
2022-12-01,12.9952957,74.24596774,0.005107527,116.3252688,20,-2.0,,24.88621363234531
2023-01-01,11.57647849,67.20564516,0.002284946,128.2002688,152,132.0,,129.75117112324534
2023-02-01,13.41145833,73.16964286,0.033928571,136.0997024,166,14.0,,145.03389148617958
2023-03-01,14.89395161,67.08333333,0.10766129,162.3521505,121,-45.0,,155.95017549442076
2023-04-01,18.10555556,59.57083333,0.063472222,190.6847222,61,-60.0,,44.03567855400618
2023-05-01,19.89301075,68.27419355,0.122177419,185.2889785,29,-32.0,,16.915405320033678
2023-06-01,22.78694444,76.23472222,0.567916667,144.6,18,-11.0,,36.56374049576424
