time,tem,hum,pre,rad,ConfirmedCases,Diff,Res,SPred
2017-09-01,28.00986111,86.57083333,0.465833333,79.71388889,91,-15.0,18.89211588316965,
2017-10-01,26.42607527,84.01344086,0.346908602,113.0537634,50,-41.0,-16.466604139113386,
2017-11-01,22.99277778,75.13888889,0.013055556,130.9138889,1,-49.0,-34.89145848713097,
2017-12-01,20.0952957,80.05510753,0.101478495,108.2674731,3,2.0,-6.129151398950011,
2018-01-01,17.49798387,72.83736559,0.000537634,132.4932796,1,-2.0,-13.900705800511956,
2018-02-01,22.2141369,66.25,0.004761905,154.358631,1,0.0,-14.743435627939961,
2018-03-01,26.21586022,64.57526882,0.077150538,186.2446237,0,-1.0,-29.75891528697811,
2018-04-01,26.62180556,81.29583333,0.310277778,145.0305556,1,1.0,-33.62677240084538,
2018-05-01,26.8797043,85.78494624,0.555241935,94.45430108,4,3.0,-109.83942994887134,
2018-06-01,28.75833333,84.90972222,0.449166667,103.2319444,60,56.0,-45.89288534061012,
2018-07-01,28.23857527,84.97849462,0.394354839,86.30376344,357,297.0,241.4171265497053,
2018-08-01,28.49395161,83.0483871,0.174462366,97.67876344,120,-237.0,-83.35373596761724,
2018-09-01,28.43208333,82.72916667,0.20625,118.025,60,-60.0,-29.32429625116349,
2018-10-01,25.80268817,79.20295699,0.100268817,128.3172043,24,-36.0,-16.51551753981549,
2018-11-01,23.40611111,70.91527778,0.00125,136.7763889,23,-1.0,13.929923467406475,
2018-12-01,19.23548387,70.46639785,0.044489247,112.1451613,27,4.0,7.10811838776576,
2019-01-01,18.94502688,66.7688172,0.000134409,146.1344086,25,-2.0,-1.24461439718063,
2019-02-01,21.46651786,64.85119048,0.062797619,151.391369,39,14.0,11.240819528908695,
2019-03-01,24.92043011,65.38172043,0.061827957,170.0887097,72,33.0,22.656603118029736,
2019-04-01,26.88944444,80.27083333,0.197222222,142.9930556,287,215.0,211.4444153669179,
2019-05-01,29.44946237,80.84139785,0.359677419,134.8938172,456,169.0,212.06096280746158,
2019-06-01,28.88569444,84.44444444,0.494166667,104.9722222,472,16.0,102.44169354717485,
2019-07-01,28.66908602,84.68010753,0.383602151,86.46370968,295,-177.0,-126.87797480286122,
2019-08-01,28.69018817,83.56586022,0.357392473,103.1572581,54,-241.0,-123.22733295226226,
2019-09-01,27.93680556,84.60555556,0.25375,88.37222222,34,-20.0,-11.652763190646489,
2019-10-01,26.19354839,84.23521505,0.232526882,105.7647849,23,-11.0,-8.274125019192567,
2019-11-01,23.61013889,80.90277778,0.099027778,109.9513889,8,-15.0,-19.603040112961637,
2019-12-01,18.98145161,76.50806452,0.008467742,112.9301075,17,9.0,-5.751895400929985,
2020-01-01,17.99045699,76.93951613,0.011021505,112.3467742,12,-5.0,-19.17506429475163,
2020-02-01,20.4158046,64.35344828,0.005172414,150.6982759,50,38.0,16.2499485662864,
2020-03-01,24.9719086,63.26209677,0.046236559,179.9811828,37,-13.0,-39.076339312531815,
2020-04-01,27.09347222,74.35555556,0.366666667,148.2777778,0,-37.0,-128.05291434639122,
2020-05-01,27.69314516,83.20967742,0.430107527,110.9543011,0,0.0,-149.3708680892496,
2020-06-01,28.24319444,86.56527778,0.39875,86.56388889,1,1.0,-121.93408820340692,
2020-07-01,28.36989247,86.11021505,0.466397849,80.10215054,0,-1.0,-46.898862794223376,
2020-08-01,28.41438172,84.94354839,0.296102151,90.4422043,45,45.0,78.94216530681743,
2020-09-01,28.43819444,85.15555556,0.332916667,94.78472222,135,90.0,99.1142578689165,
2020-10-01,27.64448925,84.62768817,0.214919355,109.5645161,26,-109.0,-63.735118471207215,
2020-11-01,22.95166667,74.49027778,0.007916667,136.6902778,1,-25.0,-15.56630917442876,
2020-12-01,19.33763441,73.34677419,0.00094086,124.9327957,0,-1.0,-10.490942009685918,
2021-01-01,18.71357527,71.02822581,0.002822581,134.2889785,1,1.0,-8.88303914876583,
2021-02-01,21.5171131,62.4702381,0.001190476,169.9821429,0,-1.0,-24.37417345336875,
2021-03-01,26.88870968,61.39784946,0.016666667,199.3293011,2,2.0,-22.628175361475297,
2021-04-01,29.50597222,63.86527778,0.025972222,204.9611111,17,15.0,-11.413791533781087,
2021-05-01,28.31129032,80.84946237,0.449865591,129.1075269,63,46.0,-13.337088949729562,
2021-06-01,27.63930556,88.17222222,0.539166667,67.77083333,87,24.0,-18.753838344491612,
2021-07-01,28.30524194,85.20295699,0.334677419,83.42473118,28,-59.0,-77.36678295393374,
2021-08-01,28.04408602,86.77419355,0.394623656,78.17741935,26,-2.0,2.6550853057729498,
2021-09-01,28.11166667,84.36388889,0.234027778,108.9194444,168,142.0,117.80597347284112,
2021-10-01,27.17741935,82.09811828,0.175403226,114.2930108,139,-29.0,48.507462440694596,
2021-11-01,22.25736111,74.24444444,0.014305556,130.3555556,22,-117.0,-61.41882602182375,
2021-12-01,19.2655914,76.54973118,0.142607527,106.9650538,2,-20.0,-17.277071029581553,
2022-01-01,18.08924731,75.28360215,0.019623656,112.8091398,0,-2.0,-9.544904366073887,
2022-02-01,18.915625,72.19940476,0.072470238,148.0193452,0,0.0,-12.015629515675705,
2022-03-01,26.42782258,62.97177419,0.011693548,195.7271505,0,0.0,-23.06438614190929,
2022-04-01,28.78222222,76.45555556,0.209027778,139.5986111,0,0.0,-44.22768313729744,
2022-05-01,28.11115591,82.48924731,0.30577957,118.0282258,2,2.0,-84.01415397419596,
2022-06-01,28.36833333,85.51527778,0.430277778,83.82777778,99,97.0,17.4792544701898,
2022-07-01,28.81733871,81.76478495,0.205241935,115.6639785,269,170.0,,97.71456129422542
2022-08-01,28.74556452,81.23252688,0.208198925,109.9086022,66,-203.0,,52.051652135887714
2022-09-01,28.04597222,85.7,0.440694444,95.37222222,1,-65.0,,79.74396424550912
2022-10-01,26.36384409,81.40725806,0.220295699,119.3104839,1,0.0,,57.74516797260054
2022-11-01,22.88208333,72.59861111,0.000138889,136.6486111,2,1.0,,16.138349737142548
2022-12-01,20.16303763,72.19489247,0.001612903,127.0403226,2,0.0,,9.959184160640358
2023-01-01,18.90134409,72.29166667,0.000403226,139.6021505,6,4.0,,10.626857201391324
2023-02-01,22.18839286,64.55208333,0.003571429,160.8973214,9,3.0,,17.136299555958832
2023-03-01,25.0297043,69.84946237,0.167204301,159.2647849,14,5.0,,29.17771450196139
2023-04-01,28.53097222,67.02777778,0.055972222,199.6708333,25,11.0,,50.502959530811715
2023-05-01,28.87876344,74.44489247,0.343010753,158.1075269,45,20.0,,95.71632072709403
2023-06-01,29.68013889,82.05138889,0.316388889,109.9152778,104,59.0,,146.74682432499196
