time,tem,hum,pre,rad,ConfirmedCases,Diff,Res,SPred
2016-03-01,12.10403226,89.71505376,0.345833333,115.266129,45,1.0,-22.247195710037033,
2016-04-01,15.60652778,87.83333333,0.275,115.4402778,41,-4.0,6.818793404832235,
2016-05-01,16.84650538,89.57526882,0.332258065,98.48387097,15,-26.0,-12.20356686030997,
2016-06-01,19.60819444,93.40555556,0.961805556,71.95972222,3,-12.0,-14.061596368455117,
2016-07-01,19.94811828,97.18010753,1.542204301,29.94354839,32,29.0,11.941692121894349,
2016-08-01,20.53857527,90.98790323,0.356989247,98.43413978,48,16.0,11.629950988566705,
2016-09-01,19.22319444,94.96666667,0.721666667,51.89027778,4,-44.0,-25.585382762384434,
2016-10-01,16.6108871,87.53629032,0.231317204,115.6196237,17,13.0,7.380296898034441,
2016-11-01,13.27291667,84.75138889,0.020694444,117.9180556,8,-9.0,-4.95966057390827,
2016-12-01,11.00443548,83.5188172,0.018817204,106.3938172,5,-3.0,0.020387574081048854,
2017-01-01,6.911424731,79.90456989,0.039516129,118.7352151,7,2.0,-5.8240772642505725,
2017-02-01,10.34017857,86.57738095,0.120982143,111.7991071,7,0.0,-18.71769244681696,
2017-03-01,10.06169355,89.85483871,0.268951613,114.577957,27,20.0,-14.260654207178334,
2017-04-01,14.57027778,88.52638889,0.306805556,117.1152778,22,-5.0,10.585517746284397,
2017-05-01,17.09032258,90.36021505,0.341129032,107.1680108,31,9.0,19.17859337508301,
2017-06-01,19.6325,92.62638889,0.804166667,81.58611111,24,-7.0,1.2841871749694533,
2017-07-01,19.97916667,94.5,0.998252688,61.55510753,59,35.0,30.893466035968753,
2017-08-01,20.28051075,94.81182796,1.363978495,55.85349462,86,27.0,29.952269006497154,
2017-09-01,19.47958333,94.17222222,0.677916667,70.56111111,95,9.0,37.2319861467267,
2017-10-01,16.60887097,89.54032258,0.224865591,109.3857527,47,-48.0,-17.512210990694896,
2017-11-01,12.30666667,83.92361111,0.041111111,121.0083333,33,-14.0,-9.966964670979138,
2017-12-01,11.60201613,84.03360215,0.012768817,98.13844086,6,-27.0,-30.50972343295438,
2018-01-01,7.856586022,82.29032258,0.033467742,107.5295699,25,19.0,5.279409335492744,
2018-02-01,9.156696429,88.65029762,0.182589286,91.69791667,18,-7.0,-14.55830257746856,
2018-03-01,11.08897849,89.05645161,0.322311828,112.5967742,64,46.0,8.587330376376954,
2018-04-01,13.89263889,89.89722222,0.310277778,121.0694444,77,13.0,38.207244577223854,
2018-05-01,16.42594086,91.42204301,0.433064516,93.89516129,27,-50.0,-20.03921987087761,
